index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://de.euronews.com/2022/01/05/energiekrise-kosovo-verbietet-krypto-mining,https://de.euronews.com/2022/01/05/energiekrise-kosovo-verbietet-krypto-mining,0,de.euronews.com,Energiekrise: Kosovo verbietet Krypto-Mining | Euronews,"Die Regierung des Kosovo hat mit Verweis auf die Energiekrise das Schürfen von Kryptogeld verboten. Laut Wirtschafts- und Energieministerin Artane Rizvanolli werden die Behörden herauskriegen, wo Cyberwährungen produziert werden und dann zugreifen.",https://static.euronews.com/articles/stories/06/35/04/82/1000x563_cmsv2_fd50a452-08d1-5857-89df-a9a97973802a-6350482.jpg,2022-01-05 17:57:22,https://web.archive.org/web/20220105170227/https://de.euronews.com/2022/01/05/energiekrise-kosovo-verbietet-krypto-mining,,,de,'Energiekrise'
