day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2022-09-05,-0.013374119667523221,2.0626143425875374,-0.7024618472148645,0.053126769632905115,2.0
2022-09-08,-0.08084726049824441,1.0,-0.6744908909717728,1.0,1.0
2022-09-09,-0.5306758956724495,1.0,-0.31622776601683794,1.0,1.0
2022-09-10,-0.3010518564191761,0.46645533866648947,0.017771330039675404,0.8407539107044649,2.0
2022-09-14,0.4677757066019102,0.7128151090269117,0.4886615377876164,1.3091062687949993,5.0
2022-09-15,-1.9513666701032348,1.0,-0.5329924542061065,1.0,1.0
2022-09-16,-0.3270807029070634,1.0,-0.7400281462848273,1.0,1.0
2022-09-19,-1.2384953627186284,1.0,-0.06387701233845783,1.0,1.0
2022-09-20,-0.034410846773151205,0.7094993756636072,-0.18903479998092643,0.7828763328897965,3.0
2022-09-21,-0.5616207222068461,0.6063737409616863,-0.595301609424427,0.08811845236975917,2.0
2022-09-22,0.8377336466275777,1.0,-0.31622776601683794,1.0,1.0
2022-09-23,-0.8258706497305004,0.2703783462501177,0.8755610507983135,0.6487904397621773,2.0
2022-09-25,0.13606201146527688,1.0,-0.6648955481449018,1.0,1.0
2022-09-26,-0.3551182918201873,0.21422209733371209,0.1947740390521377,1.2157563893737333,2.0
2022-09-27,-0.8814544197440622,1.0586868937227518,-0.5798674058650567,0.06629119237167054,2.0
2022-09-28,-0.2816253164002373,0.5571678136223008,-0.09362008995369127,0.7148437082271585,6.0
2022-09-29,0.4075131214869181,0.6767346332553291,-0.2877930916131658,0.6295686467056324,5.0
2022-09-30,0.21523538148431479,0.3043887955976649,0.38013240103322277,0.5375883970386319,2.0
2022-10-01,0.25127067230955474,0.61548141846424,-0.6100720588588582,0.028873804265385158,3.0
2022-10-02,1.5219756189811007,0.5172210862949189,0.32600507422745,1.3473883394990451,2.0
2022-10-03,-1.588194573934613,1.0487751877109452,-0.6517339920176297,0.10160233892322017,3.0
2022-10-04,0.626950381109457,0.6822643269217039,-0.21973520653678932,0.9684887434774283,7.0
2022-10-05,-0.11598897094502163,0.9709962109722267,-0.6478067993082405,0.08018937844383033,7.0
2022-10-06,0.4710673845268999,1.4867843544768056,0.3853365032935984,0.9638541558841868,7.0
2022-10-07,0.2616124120171795,0.8560229922714179,-0.21658906240434497,0.6123121713946343,11.0
2022-10-08,0.3516806861334751,0.7938711631843508,0.23986068266570806,1.4841707509320783,3.0
2022-10-09,0.1177919435529271,0.7811573599485031,-0.36570209548548605,0.3956018726196436,4.0
2022-10-10,0.0977059756363297,1.6900795094992729,-0.5139673531448697,0.10459158826460589,6.0
2022-10-11,-0.1621731692790644,0.6378663604985007,0.2600997425964854,0.9618809008335399,8.0
2022-10-12,0.06019344945878126,0.8036914315205006,-0.3442255686429253,0.4917227248691938,16.0
2022-10-13,-0.21472623884166198,1.0078871244093266,-0.3239476366987861,0.5844137517588343,17.0
2022-10-14,0.09992146233362069,0.9717854568883473,0.24598162688755318,0.9651772899044034,12.0
2022-10-15,0.5147314742753114,1.1015016533986053,0.04042282232776623,1.2767013175273794,4.0
2022-10-16,-0.3998112294477077,0.5133605126290466,-0.019999562568196794,1.3146460059516225,6.0
2022-10-17,0.15579747455494808,1.1619897741719705,0.6007429517536144,1.5761037360347936,11.0
2022-10-18,0.16431314701151992,1.25112697427096,0.10209313342184921,0.6860245841785604,11.0
2022-10-19,0.6218133321221029,0.8838923202765996,0.07672956516148291,0.9748084115605303,13.0
2022-10-20,0.1409358790176428,1.1281313644144948,0.05812126972084594,0.9402734615953543,37.0
2022-10-21,0.013294110260358896,0.9259319888745402,-0.11040816170993255,0.8892790348955637,29.0
2022-10-22,0.004480367685454807,1.1873852291174407,-0.4223614849779483,0.45526443651278037,12.0
2022-10-23,-0.06374202800630183,1.018371214755785,-0.5248851668038215,0.0978383227240877,7.0
2022-10-24,0.13168643177791872,0.7925570139229495,0.09495470574317197,1.0035897056951595,20.0
2022-10-25,-0.19893450067088983,1.3885708076572072,-0.1967781293809596,0.757420337232484,22.0
2022-10-26,-0.05197375944509334,1.0349453165276692,0.3481081312275362,0.9905652234085012,26.0
2022-10-27,0.06587151389230791,0.8356325179948024,-0.045749391863958405,1.0626318498230702,23.0
2022-10-28,0.29286273227439197,0.9554816161643189,0.005569151697443722,0.7774329280491492,16.0
2022-10-29,-0.06422794784978592,1.0654776554995717,0.5168136694307753,1.2517631849438133,12.0
2022-10-30,0.16587585745285746,1.0314706474898685,-0.04506382104225797,0.6961736953202696,17.0
2022-10-31,-0.041564145287868934,0.8503909196122221,0.1230145808539263,0.9632653190245523,32.0
2022-11-01,-0.16722640168179453,0.8696520091786976,-0.06305483256765637,0.8608302087853145,20.0
2022-11-02,-0.22451416004229394,0.6682803995276838,-0.324715648614249,0.5682713725780484,24.0
2022-11-03,-0.12060092523077372,1.0532826500416987,-0.38322572463132554,0.593973685225484,28.0
2022-11-04,0.10020472446876912,1.053114308893728,-0.10404174649263354,0.6783574852500204,17.0
2022-11-05,-0.4204530506863874,0.8482096946497033,0.04554606495301994,1.1235433016046519,20.0
2022-11-06,-0.584557284814054,1.5438202287376592,-0.036350750421986266,1.367051881547647,17.0
2022-11-07,0.49383479638437294,0.8914846115519999,-0.05710447192404535,0.8551536819956362,21.0
2022-11-08,0.04262259771627087,0.884877391168264,-0.30950463914209975,0.6421636721853792,24.0
2022-11-09,0.14983032543630184,0.8884958728071767,0.1868104065774873,1.0425161178881706,29.0
2022-11-10,0.25926882434798243,1.201445188071484,0.14367772798336373,1.1127765875406306,22.0
2022-11-11,-0.4342707751991902,0.8667953511260611,0.10980444381048016,0.9852927112990382,22.0
2022-11-12,0.35801875535775307,1.0494762920903904,-0.27403044060097426,0.5502204556536205,9.0
2022-11-13,-0.7635839485893782,1.0253641710104275,0.09665998551664833,1.2107621641695834,6.0
2022-11-14,0.010950022699930683,0.7761387731619762,-0.27522025842541664,0.7573529634276603,17.0
2022-11-15,0.3049374904817979,0.8694825343099591,0.29374722512279305,1.3732673625347995,38.0
2022-11-16,-0.1296843656775701,0.6825262542195154,-0.051019977080008626,1.1887223077276263,28.0
2022-11-17,-0.07394502358076845,1.0661048484955324,-0.22616148804567762,0.6641812293977221,37.0
2022-11-18,0.42971315045418806,0.7481144159969699,-0.14574380867306547,0.818545965967883,27.0
2022-11-19,-0.2676926587667635,0.8251217025674801,0.042936119119910916,1.086586364638856,19.0
2022-11-20,0.3922731705014533,0.6895095717683744,0.003845873787859134,0.9968115591543598,17.0
2022-11-21,0.025278169006333746,0.8770663946802278,-0.09646733156867777,0.7908581173375003,24.0
2022-11-22,-0.25366360968416457,0.65487217779056,0.019031535615644603,0.865272824333617,33.0
2022-11-23,0.3214617626879804,0.724915549156948,-0.21434193775226423,0.5912671674186456,20.0
2022-11-24,0.07029476258725623,0.9958784537767661,0.005384749129320745,0.9117842911932116,60.0
2022-11-25,0.047849814296361266,0.7502536735884296,0.3098853309694322,1.2032920783392207,28.0
2022-11-26,0.15969739265809052,0.9731897929563814,-0.17418223798199778,0.6420828019997893,23.0
2022-11-27,-0.2490909516408255,1.072073604730209,-0.15639921957708264,0.8575089309714479,21.0
2022-11-28,-0.1717458991381106,0.6062948732095766,0.10903802487131076,1.0699511578508754,20.0
2022-11-29,-0.3953248102228422,0.8377161195397643,0.11405869448411958,1.0365566976738239,24.0
2022-11-30,-0.060128103468355135,0.9575309205827037,-0.3087941188062525,0.4159886970151103,20.0
2022-12-01,-0.15502292959386746,1.0017428059479228,0.1930145874786544,1.3137608946079915,30.0
2022-12-02,-0.45328218305980555,1.2447661686144746,-0.29917665216407285,0.7363095685717731,36.0
2022-12-03,-0.0722697887191368,0.6023977787277749,0.08897855180662723,1.2786774817332474,12.0
2022-12-04,-0.2968514367978844,1.1253930004604762,-0.34887225240509373,0.4432207459969001,20.0
2022-12-05,-0.13376789781556964,0.9793308090115102,-0.012009656369536104,0.9124222156068954,36.0
2022-12-06,-0.05415911729597631,0.6098571309105254,-0.1906205108865305,0.7836382646323728,23.0
2022-12-07,-0.1889431742319673,1.02288556884079,-0.08025170730157008,1.0047695148034403,32.0
2022-12-08,-0.28178176670641947,0.9174034116319455,0.2345950866827339,1.1485217752367889,23.0
2022-12-09,-0.0887499270957596,0.7706282186441857,-0.251780378953028,0.8075144082418977,33.0
2022-12-10,-0.052942785187224624,0.6814771705585365,-0.2026330521725935,0.872473840911782,17.0
2022-12-11,0.11775953169945524,1.080172294975615,0.056465878626863336,1.0719269849324404,22.0
2022-12-12,-0.02885506690074541,0.9056570221331035,0.2891242110790386,1.2744638391174072,43.0
2022-12-13,-0.25130286570401517,0.9995290763395679,0.12114401425546935,1.2231560896004678,30.0
2022-12-14,-0.153624606266412,0.7684422017085495,-0.39902269197527584,0.36240987626089116,35.0
2022-12-15,0.08909360726948223,0.8732786993189122,0.08443121871774997,1.0555521628824656,33.0
2022-12-16,-0.3584052215727905,1.0050435431100087,-0.20936784899112937,1.0748531432564703,24.0
2022-12-17,-0.15340685247963703,0.7811336964212224,-0.2134623024405676,0.8378889145656149,22.0
2022-12-18,-0.17873738318833585,0.9785374539110561,-0.0963378091240406,0.8309039073832555,24.0
2022-12-19,-0.36369554876954563,0.9858769656315608,-0.04530663692398956,0.9355646923827987,110.0
2022-12-20,-0.022361336543433107,0.8181591663597659,-0.14356946519992714,0.8641066775436762,39.0
2022-12-21,0.02034619276832425,0.7880845870093768,0.1692377837627194,1.1737766227855932,16.0
2022-12-22,0.2669900183375246,0.8469509953437353,-0.0585185529541318,0.993286837216043,18.0
2022-12-23,0.22286807836327044,1.0422812644798944,-0.15915504266794483,0.8211527125553806,32.0
2022-12-24,-0.0470477819243949,1.1173565966943009,-0.19981885010123626,0.60722493143664,14.0
2022-12-25,0.2354535863018408,0.8147037696194845,-0.02180678095803819,0.6155615521225247,8.0
2022-12-26,0.02495111110673259,0.8111939652846016,0.11177171830738836,1.2121506790691414,22.0
2022-12-27,0.05972124907684176,0.8750615507302897,-0.18702226062762295,0.6273098763067565,31.0
2022-12-28,0.4945609418523857,0.8975596306996876,0.13354344445093028,1.1498949265185867,32.0
2022-12-29,0.14767984698390818,0.9391369545841073,-0.316702540166281,0.47285193851996904,25.0
2022-12-30,0.47760953068364775,0.8532913452255572,0.3487984546293668,1.2573568914451965,42.0
2022-12-31,-0.16181438165274878,0.7871435816057489,-0.12794798783464073,0.7569098686982909,21.0
2023-01-01,0.19295253023922954,0.8859588578211586,-0.1358357461063876,0.9992050258614864,36.0
2023-01-02,-0.00011292965489140272,0.7903786639763222,-0.04095761038433218,0.9645501867367681,22.0
2023-01-03,0.016885954052264257,0.9530398342514138,-0.2263505707211635,0.7739475832608889,23.0
2023-01-04,0.2574142583199441,0.8212064060370939,0.24409979253680522,1.1496962578600132,38.0
2023-01-05,0.5589870204866592,1.111273656980871,-0.3734041412241227,0.6677305843037965,19.0
2023-01-06,0.31395847412513805,0.9232054925061518,-0.17319790296626328,0.6877759201802556,18.0
2023-01-07,0.224511919377231,1.1201627930717017,0.06540038758003641,0.8997360277042987,17.0
2023-01-08,-0.22965171086167785,0.8934073581279065,0.17928861062019133,1.0299038922486135,16.0
2023-01-09,0.20999245735937966,0.7336532264042612,0.38215214221973787,1.094582609366121,12.0
2023-01-10,0.3696084175413097,0.8398039941879833,-0.10267807814268227,0.8995792975597772,24.0
2023-01-11,-0.06933770043508239,0.6309876246534011,-0.05374579845998243,0.8776987561615964,21.0
2023-01-12,0.045970421691779784,0.6776029370183656,-0.19722330725267975,1.054678663062515,13.0
2023-01-13,0.15692766587518883,1.1499254342889176,-0.3611704916347274,0.47604896396025204,30.0
2023-01-14,0.0670080438098268,0.8275093851579146,0.13400911769971852,1.3099671421340013,15.0
2023-01-15,0.015193361590092299,1.2821403854234201,0.023183726417340893,1.1016344601443182,17.0
2023-01-16,0.2979918060037263,0.8399181445626003,-0.4581646488125138,0.32651060705934654,17.0
2023-01-17,-0.3372266435359142,1.0029835471676738,-0.2536558517807649,0.6375572678542526,21.0
2023-01-18,-0.5512110035308055,1.0835826930454717,0.16015735785978566,1.1698191584988717,5.0
2023-01-19,-0.3591287290320526,0.939665267431482,-0.42746294515728134,0.3486477715983108,25.0
2023-01-20,-0.06073353076722377,0.8799504988096278,-0.15742241497697468,0.855203493729186,25.0
2023-01-21,0.24299727009133007,1.1684275601858123,0.08548404396339426,0.9630728771081465,29.0
2023-01-22,0.12449899020091765,1.177803791004862,-0.08710490618670329,0.8427619688971589,26.0
2023-01-23,-0.18617015851421123,1.0747294342078355,0.016646525731649982,0.8755065450576254,35.0
2023-01-24,0.30528183296592687,1.170181704005261,-0.2982762043253702,0.6225247476176983,21.0
2023-01-25,-0.21142026441516082,0.8947487914137533,-0.3021474358489882,0.5343110553452622,18.0
2023-01-26,0.13097489363786008,1.0235285533085094,-0.18891073578600548,0.9217896932134082,19.0
2023-01-27,-0.03836486525041645,0.9818541088843518,-0.22401010953760048,0.8148901500889343,27.0
2023-01-28,-0.14753337948351908,1.335660805680013,-0.08015075614563262,0.6642585151398513,25.0
2023-01-29,0.08647184709676176,1.4350884015246446,-0.10956290213274879,1.1252366220768424,11.0
2023-01-30,0.4985842934533338,1.003012696648638,-0.3347972103400429,0.5200717371699193,11.0
2023-01-31,-0.258297506056988,0.8441701233409737,0.34529995114675127,1.221014241621393,20.0
2023-02-01,0.02456080904316857,0.8873731538117062,0.12753422958909813,1.2237191633250561,33.0
2023-02-02,-0.16639966855410443,0.9563859883463975,-0.061496556437698906,1.0209939791075942,15.0
2023-02-03,-0.007046649016120669,0.7092198786412793,-0.009066316538330442,0.9639785157548046,23.0
2023-02-04,-0.13394516293752862,0.7404897636551622,-0.1297733951000154,0.7152446573891017,8.0
2023-02-05,0.3109321774052992,1.2266954519890267,0.07135414413686168,1.1993883259072327,11.0
2023-02-06,-0.2921585141968542,0.9441305966969247,-0.26782624932519056,0.4494642134153653,25.0
2023-02-07,-0.03537310199911092,1.1186515084731286,-0.055570367488516466,0.983529187507811,35.0
2023-02-08,0.5409461406847167,0.8371549639788058,0.27870613307667536,1.0256068475772682,9.0
2023-02-09,-0.09046002439591931,0.9944341479662016,-0.4956228031471084,0.22479263821592166,12.0
2023-02-10,0.13324410503835155,0.4955947532549623,-0.2627161298855858,0.8438567547697237,15.0
2023-02-11,-0.06517841671717933,1.5248297496318182,-0.4707665885638386,0.14136045983893542,4.0
2023-02-12,-0.6084752890897968,1.4392055012429958,0.14210820233253477,1.175975079037708,3.0
2023-02-13,0.37067532002539144,0.8908172886854347,0.31710154337556357,1.2808394654512436,5.0
2023-02-14,0.7044572564487539,1.091226406458628,-0.6041112729766668,0.17225089449380449,9.0
2023-02-15,-0.16068148037361799,0.6983277414566406,-0.2793876150769867,0.5001104737685327,12.0
2023-02-16,-0.24386141657855437,1.2264020724654234,-0.24310906142669841,0.6782756807692789,11.0
2023-02-17,-0.0856060784494629,1.1073699262305858,-0.2945894235784612,0.5581338633971797,16.0
2023-02-18,-0.10052213626395275,1.0787565823740863,0.01863385063750393,1.0624204326075584,12.0
2023-02-19,0.13187087107210135,0.8313196956650939,-0.05269082654920651,0.8492667133272753,24.0
2023-02-20,0.233193406029884,1.0298658557629452,-0.0888262519960375,0.807062320677522,33.0
2023-02-21,0.09331913757319438,0.8334716342248132,-0.16810937892100752,0.7944486257977569,25.0
2023-02-22,0.20023252077548254,0.8870805767404643,-0.1370697022863925,0.6557482723197193,30.0
2023-02-23,-0.1916297080773007,1.2551885178971887,-0.037906312835413465,0.964022970583302,25.0
2023-02-24,-0.20349797679614343,0.8276196061924026,0.005510961710360571,0.8770487767776627,24.0
2023-02-25,-0.22158645150270687,1.3224483594843977,0.012547390681935893,1.2219833956618447,11.0
2023-02-26,-0.20562698044731834,0.9629286345988267,-0.1944570699572585,0.7691585466679094,22.0
2023-02-27,0.15496630684728394,1.0381962403093143,0.03402921404741903,0.8255017193109173,29.0
2023-02-28,-0.20867692836449975,0.9681491261872658,0.16641301674541048,1.2341828019449137,22.0
2023-03-01,0.21685859024704282,0.9040040955484268,0.23960855575838566,0.9361282362444634,22.0
2023-03-02,-0.18557030971860958,1.0153827292175004,0.7725049975323637,1.5838218919170295,28.0
2023-03-03,0.10124641135416924,0.9723633505633188,-0.053799153684272016,0.9715012937366672,24.0
2023-03-04,0.036210103960715355,0.8951659273075352,-0.21403731656111769,0.7489090361905769,19.0
2023-03-05,-0.4023854407470975,1.2494178834849061,0.24752832074142153,1.6478660721641676,12.0
2023-03-06,0.38796528930574675,0.8699646192527087,-0.24462843795108413,0.6788929900854593,17.0
2023-03-07,0.041221901440515865,0.7302433498167988,0.2414828230803491,1.2579727871922959,31.0
2023-03-08,-0.1405754341073195,0.8552686896787638,-0.30935712778959007,0.7952886030340146,18.0
2023-03-09,-0.22343914291754205,1.0731670739839987,-0.13840135702718018,0.6703379859015434,16.0
2023-03-10,-0.046677545366091956,0.49600537095924396,0.12478986248061633,1.1340990110759361,16.0
2023-03-11,0.17223489627224903,1.205897519357705,0.20280613027712144,1.3707511441765068,20.0
2023-03-12,0.15682742962680693,1.1305308998620962,-0.231698467306331,0.7566016328724396,19.0
2023-03-13,0.2495935522306077,0.798684933893261,0.30347139949831325,1.0873605606420154,15.0
2023-03-14,-0.10798052887370987,0.711416196496796,-0.10040967679024232,0.8926077871544061,31.0
2023-03-15,0.0818085740602251,1.061085204260978,-0.32223311267055915,0.4929909707127623,43.0
2023-03-16,0.45814886719401215,0.862664994156677,0.09887502781392407,0.8921399747605281,17.0
2023-03-17,0.5013910732769405,1.0632541332026273,0.4006396395513567,1.554801834869455,30.0
2023-03-18,-0.30229950917676796,1.4715760022272624,0.002881782179095335,1.0392859787735864,16.0
2023-03-19,-0.3881323483245812,1.4033224522252987,-0.22279863222665233,0.9960717149048103,14.0
2023-03-20,0.22406217410663765,1.3340945960535673,-0.45225369446525066,0.2987086775391742,17.0
2023-03-21,0.10495719987537071,0.8996984852643934,-0.3082838922494661,0.8460820252925362,24.0
2023-03-22,0.5374505077997359,1.0415029561631133,0.12178674990405466,1.2911189034650945,17.0
2023-03-23,0.04361799875767972,0.8998099196772581,0.10478407951991629,1.131750559396171,27.0
2023-03-24,-0.1900410865230521,1.3723998480294555,-0.0722299308484251,0.9796400790075346,23.0
2023-03-25,0.48457052134034156,0.906453224894541,-0.22593833795188037,0.7324707369542682,10.0
2023-03-26,-0.3958926083064714,1.167592144968175,-0.13891381340276376,0.9850688342018216,18.0
2023-03-27,-0.5119841331475735,1.0577718276615853,-0.20291741924914514,0.5416454455998871,14.0
2023-03-28,0.08185887179162035,0.7904729227122786,-0.22624947232987194,0.8345316333347489,14.0
2023-03-29,0.036014008892973695,0.9294504657286112,-0.19656270693041308,0.9945704655884424,11.0
2023-03-30,-0.36330684144705,0.6924041955031631,0.721781837952364,1.6198259297715427,27.0
2023-03-31,0.2489500367045322,0.48319288653377745,0.40410529637218423,1.433025278242328,11.0
2023-04-01,-0.08829596042437678,0.7900030308439376,-0.20172248082281669,0.6299482064948562,16.0
2023-04-02,-0.12771356112332494,0.9129256925286697,0.17053613806557086,1.6032364383997286,13.0
2023-04-03,-0.15825322466842673,0.5432421277970587,-0.3508211658078154,0.5566906079958007,14.0
2023-04-04,0.5310059708698686,0.5902200337425302,-0.3809844500668844,0.20143078677630588,7.0
2023-04-05,-0.08000371465701114,0.6422963024683632,0.21661736432510723,1.042546390735234,27.0
2023-04-06,-0.021463625911383764,0.6281916977372491,0.22728275390517236,1.290526388822051,31.0
2023-04-07,-0.3278059967413756,0.6374244235435969,0.3466508228354327,1.3619973194951358,25.0
2023-04-08,-0.06616699883666657,0.7819225281314051,-0.2721642825455749,0.5716075304589685,10.0
2023-04-09,-0.23311444925352287,0.9403525425182656,-0.31711483177514455,0.635996382832151,10.0
2023-04-10,0.4791222358480999,1.0618151862681422,0.04672440809392061,0.8444231187586075,13.0
2023-04-11,-0.2687463775906501,0.7768250785602059,0.212841667399184,1.4178597956650183,9.0
2023-04-12,-0.4320754131583111,0.9921350823576428,-0.06844887327316027,0.9710479518921585,16.0
2023-04-13,-0.14373464955683057,0.7883289268832058,-0.2621473280384897,0.7350648482679538,27.0
2023-04-14,-0.2005326315383681,0.9542309041518089,0.05892125059562588,0.9414711261792188,26.0
2023-04-15,-0.20598299199426706,1.212571274394483,-0.22079773832801033,0.6020299200404629,21.0
2023-04-16,-0.3611913207744335,0.8502626300351962,0.2238489574210924,1.370689736328344,13.0
2023-04-17,-0.013302683265394683,0.7142114539718222,-0.042324679718300666,0.9864487599830187,31.0
2023-04-18,-0.0562840068035436,0.6556374277541108,-0.23157563537318393,0.6180073305757596,20.0
2023-04-19,0.17879017586395857,0.8691800085847768,-0.32244444425103524,0.6624932959434092,17.0
2023-04-20,0.058372940274022705,0.7157698739672352,0.32193323369475413,1.2162073365110113,26.0
2023-04-21,0.027166826695897765,0.9117542996185165,-0.08830668552250405,0.7123929320170612,25.0
2023-04-22,0.40440051758252593,0.5627947463002291,0.14822211457978818,0.8751152342621099,8.0
2023-04-23,0.052972181279506585,1.1436282187108537,0.5907729534759242,1.1426213088514996,18.0
2023-04-24,0.07092291677374746,1.0804622406676598,0.3090292522912577,1.186150113451149,23.0
2023-04-25,-0.07272827689394568,0.7109922522153193,0.05168445682349282,0.9969589185485619,25.0
2023-04-26,0.3320683018028587,1.3031041143961695,0.19184799503859357,1.1498271682308308,20.0
2023-04-27,0.0235538496366536,0.9136321683522987,-0.07192338759152465,0.7151425460348687,28.0
2023-04-28,-0.15204947794824838,1.0743598564214332,0.0459557229276339,1.029208197505471,36.0
2023-04-29,0.03664803116809993,0.9756779763903722,0.24859415821547762,1.6219846809826146,12.0
2023-04-30,0.24284809188211146,1.1216407178221985,-0.3726772337564415,0.4880781838261034,11.0
2023-05-01,0.018904391709121265,0.4386836223869921,-0.13901390674594427,1.0358342901132924,12.0
2023-05-02,-0.19136064833842784,1.0966533107405048,0.186600396265236,1.296629184887287,13.0
2023-05-03,0.4481868153967897,0.8594127773517396,0.12376188117121986,1.0858557040979826,32.0
2023-05-04,0.3538859564959696,0.8652554803461415,-0.4165706263494169,0.2003457581388847,12.0
2023-05-05,0.12694829631402382,0.9551963596139379,-0.13135354043995345,0.5566223513890182,8.0
2023-05-06,0.16715366337525034,0.7997953078757712,-0.4612017292407075,0.31696350914386945,15.0
2023-05-07,0.15557640190578934,0.6835874515640283,-0.15442936034505686,0.8139843204699818,26.0
2023-05-08,0.22103912676385012,0.9070811939670237,-0.1316459788694403,0.7292266627390566,27.0
2023-05-09,0.27710827682095057,0.7506712786780396,-0.03976589900908746,0.8412236712186019,27.0
2023-05-10,-0.014106935153412957,1.209149362211559,0.3941171427270398,1.0210615993802126,17.0
2023-05-11,-0.05226970384213808,0.7883911873285492,0.3745992070253632,1.5842283188090964,17.0
2023-05-12,0.06647200806127107,0.8838475271093191,0.013179193800750296,0.8955393596626674,33.0
2023-05-13,0.25398476516993396,1.636405847577161,0.011940359632639877,1.004868298285251,16.0
2023-05-14,0.5314245551203507,0.9500921145577117,0.30244295640674224,1.306074520233933,7.0
2023-05-15,-0.22278323136973247,0.7391422678690751,-0.049686662000260236,0.9281902095439662,19.0
2023-05-16,-0.3896075654918453,1.0700085922596045,-0.39895069782254206,0.556134939791507,14.0
2023-05-17,0.14395838090716637,0.95264486790231,0.06153394897940796,1.007124227760537,28.0
2023-05-18,-0.16449269426710258,0.7380351602847852,-0.34831776549234916,0.4302569532236645,14.0
2023-05-19,0.4371559144653177,0.8988298794760092,0.285507398561743,1.39774092084855,33.0
2023-05-20,0.3200136621633219,0.8422347736226207,0.1303335030573226,1.1524619917005066,32.0
2023-05-21,-0.05039885962965839,0.8027201037116584,0.8198715735438159,1.2196035777217071,19.0
2023-05-22,0.21768030049190504,0.811017337395311,-0.3291394824657607,0.5432907166301867,30.0
2023-05-23,0.09364982415486489,0.9738788852953686,-0.026914098269932595,0.9921220164107665,18.0
2023-05-24,-0.7640747132250048,0.7729828495007135,-0.47457314909094844,0.09865029626160583,9.0
2023-05-25,0.40166241873707287,1.6327554492250618,0.6095151780008397,1.4331647442392839,10.0
2023-05-26,0.2158996844423819,0.9943633655196634,0.03355446665580656,0.8523787777548946,19.0
2023-05-27,0.20587744752996803,0.474243901391588,0.6062451656459974,1.4918057087464203,11.0
2023-05-28,0.42463148455667665,0.909976498752236,0.26087427298543736,1.0964118730264933,25.0
2023-05-29,0.24432476700932096,1.0640706189956817,0.35838964528830153,1.3728288091016076,17.0
2023-05-30,0.10927847828897408,0.9195865203977716,0.45886384921908213,1.5517520155842595,27.0
