,summary,Herbst,Winter,Sommer,Frühling,word
rasant,3.2912308629524327,0.6555239959569967,-0.11568518529101594,-0.46436503424603226,-0.4836686791181503,rasant
ebenfalls rasant,2.1469177063758895,-0.06195310003297821,0.06399174282577351,-0.0371366055318368,-0.05644025040395486,ebenfalls rasant
Alternativen,3.922957437925956,-0.6647657292580134,0.4840765038211125,-0.6399492347568719,-0.6592528796289899,Alternativen
geb alternative,2.133080908534481,-0.055487282030517185,0.056483047152808094,-0.03067078752937586,-0.049974432401494,geb alternative
Gaskraftwerken,2.121849719385226,-0.05020812887136748,0.050273862907477866,-0.025391634370226162,-0.044695279242344274,Gaskraftwerken
alternative gaskraftwerk,2.121849719385226,-0.05020812887136748,0.050273862907477866,-0.025391634370226162,-0.044695279242344274,alternative gaskraftwerk
Von,14.91667420838781,-0.05127547520450567,0.003084293883089356,-0.5663812714121589,0.36789761956071276,Von
von leye,2.9528497832654894,-0.38069064373065103,0.3376372354662255,-0.35587414922950966,-0.3751777941016276,von leye
leye energiekrise,3.398202629364027,-0.5211665648795304,0.4179059530420384,-0.49635007037838896,-0.5156537152505073,leye energiekrise
energiekrise schon,2.5170813109209282,-0.22101993178614307,0.2206460023567035,-0.19620343728500164,-0.2155070821571199,energiekrise schon
abgefangen,2.420555416535378,-0.181916936258329,0.18653410404261414,-0.15710044175718782,-0.17640408662930582,abgefangen
schon abgefangen,2.420555416535378,-0.181916936258329,0.18653410404261414,-0.15710044175718782,-0.17640408662930582,schon abgefangen
abgefangen euronews,2.3455742439323797,-0.1504501635200487,0.15718134128826133,-0.12563366901890716,-0.14493731389102535,abgefangen euronews
geht,21.934052635527394,0.16998332432189,0.037685703766149166,-0.18856027152423613,-0.1338089425459102,geht
euronews geh,2.302031276700203,-0.13171180841644597,0.13882492077835554,-0.10689531391530446,-0.1261989587874225,euronews geh
zunächst,9.696819605516046,0.6422173487613015,-0.5204827815858563,0.6084927383644672,-1.5642050178556368,zunächst
geh zunächst,2.2716642283253488,-0.11843261456703805,0.1253947103874951,-0.09361612006589654,-0.11291976493801474,geh zunächst
mal,10.439544206239272,-0.3453037324032861,-0.8115154997140644,0.2236378635480665,0.8563801611194608,mal
zunächst mal,2.251377167823872,-0.10946201502177949,0.11611583713188953,-0.0846455205206381,-0.10394916539275614,zunächst mal
Europa-Rat,2.235891698572435,-0.10256003023486195,0.10886004342226178,-0.07774353573372052,-0.09704718060583863,Europa-Rat
mal europa-rat,2.235891698572435,-0.10256003023486195,0.10886004342226178,-0.07774353573372052,-0.09704718060583863,mal europa-rat
Parlament,2.4984838418999664,-0.21360399611923933,0.2143664163131135,-0.1887875016180979,-0.20809114649021593,Parlament
europa-rat parlament,2.2116615595553855,-0.09166398140308159,0.09719319543664051,-0.06684748690194034,-0.08615113177405848,europa-rat parlament
Finanzspritze,2.189676546346228,-0.08167374864631911,0.08626111656852561,-0.056857254145177526,-0.07616089901729572,Finanzspritze
parlament finanzspritze,2.189676546346228,-0.08167374864631911,0.08626111656852561,-0.056857254145177526,-0.07616089901729572,parlament finanzspritze
finanzspritze regierung,2.167107685891735,-0.07131332631349478,0.0746783419177186,-0.04649683181235348,-0.06580047668447159,finanzspritze regierung
140,2.1462022913271257,-0.06161981558913835,0.06360725936088245,-0.036803321087996874,-0.056106965960115,140
regierung 140,2.1462022913271257,-0.06161981558913835,0.06360725936088245,-0.036803321087996874,-0.056106965960115,regierung 140
140 milliarde,2.1434014086637787,-0.060313921964794834,0.062098091458061486,-0.035497427463653385,-0.0548010723357715,140 milliarde
Euro,16.581635824435242,-0.3463205278357415,0.4346512869044539,-0.9320797940516552,-0.483158435015878,Euro
milliarde euro,9.09105396086933,-0.9357405746651224,0.6559490363180164,-1.480394265715548,-1.499697910587666,milliarde euro
Energietipps,2.1689447623962703,-0.07216067612596268,0.07563525277355337,-0.047344181624821326,-0.06664782649693946,Energietipps
mit energietipp,2.1689447623962703,-0.07216067612596268,0.07563525277355337,-0.047344181624821326,-0.06664782649693946,mit energietipp
lenkt,2.1818859723619854,-0.07810953919111623,0.08230501979520741,-0.053293044689974735,-0.07259668956209274,lenkt
energietipp lenk,2.1818859723619854,-0.07810953919111623,0.08230501979520741,-0.053293044689974735,-0.07259668956209274,energietipp lenk
lenk regierung,2.188523953597154,-0.08114723425954512,0.0856785818732098,-0.05633073975840372,-0.07563438463052163,lenk regierung
eigenen,6.481012630757107,-0.023892357455955984,-0.24136601560484794,-0.02230337189626567,0.4306452726505253,eigenen
regierung eigen,2.206040068033415,-0.08911899533111962,0.09442993165607001,-0.06430250082997845,-0.08360614570209628,regierung eigen
Versäumnissen,2.2176052690911896,-0.0943478175021228,0.10009139394661028,-0.0695313230009814,-0.08883496787309957,Versäumnissen
eigen versäumnis,2.2176052690911896,-0.0943478175021228,0.10009139394661028,-0.0695313230009814,-0.08883496787309957,eigen versäumnis
Covid-19-Zeit,2.2622221114091876,-0.11426747682026464,0.12110749001195352,-0.08945098231912336,-0.10875462719124136,Covid-19-Zeit
versäumnis covid-19-zeit,2.2622221114091876,-0.11426747682026464,0.12110749001195352,-0.08945098231912336,-0.10875462719124136,versäumnis covid-19-zeit
hiess,2.298956602981422,-0.1303752805850853,0.13748934186887343,-0.10555878608394402,-0.12486243095606196,hiess
covid-19-zeit heiß,2.298956602981422,-0.1303752805850853,0.13748934186887343,-0.10555878608394402,-0.12486243095606196,covid-19-zeit heiß
Lüften,3.6485460074379934,-0.5922486455620547,-0.02742856365662116,0.7224598134505633,-0.5867357959330315,Lüften
heiß lüften,2.3333650297282884,-0.1452313559225202,0.15213703820306843,-0.12041486142137887,-0.13971850629349702,heiß lüften
Fenster,4.128310290747862,-0.7157881041449844,-0.367386702591889,1.0652482900336888,-0.7102752545159611,Fenster
lüften fenster,2.395331699144932,-0.1714416292428902,0.1769597723102051,-0.1466251347417488,-0.16592877961386684,lüften fenster
Türen,2.485492611124575,-0.20839078521412013,0.20990013549581726,-0.18357429071297873,-0.2028779355850967,Türen
fenster tür,2.485492611124575,-0.20839078521412013,0.20990013549581726,-0.18357429071297873,-0.2028779355850967,fenster tür
Jetzt,13.186499626368743,-0.2456163263920452,0.17267476754929006,-0.5165477262771982,0.15600149405563934,Jetzt
jetzt energiekrise,3.398202629364027,-0.5211665648795304,0.4179059530420384,-0.49635007037838896,-0.5156537152505073,jetzt energiekrise
raten,4.236549305208578,-0.741669006240901,0.5143066102572388,-0.7168525117397597,-0.7361561566118778,raten
energiekrise rat,2.6360423918272677,-0.2671986098460717,0.25789627402700593,-0.2423821153449302,-0.2616857602170485,energiekrise rat
rat regierung,2.4954691162361446,-0.21239664552731083,0.21333589238600853,-0.1875801510261694,-0.20688379589828743,rat regierung
verriegeln,2.3498813306369506,-0.15228474073803736,0.15894232963604196,-0.1274682462368961,-0.14677189110901415,verriegeln
regierung verriegel,2.3498813306369506,-0.15228474073803736,0.15894232963604196,-0.1274682462368961,-0.14677189110901415,regierung verriegel
Krisenmodus,2.293014429132853,-0.12778720800196386,0.13489292731704175,-0.10297071350082271,-0.12227435837294065,Krisenmodus
der krisenmodus,2.293014429132853,-0.12778720800196386,0.13489292731704175,-0.10297071350082271,-0.12227435837294065,der krisenmodus
geblieben,2.8171456755911737,-0.33364411204038824,0.30643544369869746,-0.30882761753924676,-0.3281312624113649,geblieben
krisenmodus bleib,2.253467904183816,-0.11039023185349611,0.11708383494775282,-0.08557373735235468,-0.10487738222447271,krisenmodus bleib
Mikromanagement,2.220707831484819,-0.09574589953405127,0.10159475275249497,-0.0709294050329098,-0.09023304990502794,Mikromanagement
bleib mikromanagement,2.220707831484819,-0.09574589953405127,0.10159475275249497,-0.0709294050329098,-0.09023304990502794,bleib mikromanagement
Selbst,2.5617607186682223,-0.23861471426678735,0.23520709427853154,-0.21379821976564603,-0.23310186463776414,Selbst
Journalisten,3.22693698526536,-0.46945329699485644,0.3903883026946309,-0.44463680249371496,-0.46394044736583306,Journalisten
selbst journalist,2.1787342821970714,-0.07666401514649542,0.0806920500918105,-0.051847520645354105,-0.07115116551747223,selbst journalist
journalist bleib,2.166203136349451,-0.07089583973451251,0.07420623949701445,-0.046079345233371274,-0.06538299010548927,journalist bleib
treu,2.1552213572944137,-0.06581334774094062,0.0684249797702316,-0.04099685323979923,-0.060300498111917344,treu
bleib treu,2.1552213572944137,-0.06581334774094062,0.0684249797702316,-0.04099685323979923,-0.060300498111917344,bleib treu
treu sie,2.1505904814413,-0.06366235842136671,0.06595924883198692,-0.03884586392022545,-0.05814950879234352,treu sie
agieren,2.1476393767962523,-0.06228918611272006,0.06437917900812208,-0.03747269161157883,-0.056776336483696815,agieren
sie agier,2.1476393767962523,-0.06228918611272006,0.06437917900812208,-0.03747269161157883,-0.056776336483696815,sie agier
Bodyguards,2.1393732136691646,-0.058432806782382725,0.059916674998549635,-0.03361631228124131,-0.05291995715335933,Bodyguards
agier bodyguard,2.1393732136691646,-0.058432806782382725,0.059916674998549635,-0.03361631228124131,-0.05291995715335933,agier bodyguard
bodyguard regierung,2.1301146360771455,-0.05409570948594523,0.054853234287891205,-0.02927921498480387,-0.04858285985692209,bodyguard regierung
Kein,7.995296206896911,0.05798676823295302,0.3977724293817117,-1.3519568115745424,-0.6970723911113785,Kein
Blackout,6.5802223177010255,-1.1819884431094305,0.6388908570759425,-1.157171948608289,-1.1764755934804072,Blackout
kein blackout,2.1873850141966336,-0.08062668438768014,0.08510201065139815,-0.055810189886538596,-0.07511383475865673,kein blackout
Frankreich,14.730642427556214,-1.9878497545294145,0.6977043167492335,-0.8978722664233245,-1.9823369049003912,Frankreich
blackout frankreich,2.2007125871630144,-0.08670112263316496,0.09179104279245769,-0.06188462813202362,-0.08118827300414176,blackout frankreich
frankreich blick,2.216087449065619,-0.09366314213946227,0.09935356850192975,-0.06884664763832113,-0.08815029251043917,frankreich blick
blick strom,2.2340970556317483,-0.10175705593859505,0.10800920693738215,-0.07694056143745362,-0.09624420630957164,blick strom
vorsichtig,2.697735661486688,-0.29033268871625156,0.2754343756278033,-0.26551619421511014,-0.2848198390872282,vorsichtig
gas vorsichtig,2.2622221114091876,-0.11426747682026464,0.12110749001195352,-0.08945098231912336,-0.10875462719124136,gas vorsichtig
optimistisch,3.114314727686099,0.6786565011745728,-0.17376490988529483,-0.4091125538829884,-0.4284161987551065,optimistisch
vorsichtig optimistisch,2.290141816078479,-0.12653365552552692,0.13363048297330796,-0.10171716102438573,-0.12102080589650369,vorsichtig optimistisch
optimistisch winter,2.3684633120116936,-0.1601612647523936,0.16643157035704376,-0.13534477025125227,-0.15464841512337027,optimistisch winter
winter frankreich,2.2007125871630144,-0.08670112263316496,0.09179104279245769,-0.06188462813202362,-0.08118827300414176,winter frankreich
frankreich halt,2.4954691162361446,-0.21239664552731083,0.21333589238600853,-0.1875801510261694,-0.20688379589828743,frankreich halt
Risiko,2.6360423918272677,-0.2671986098460717,0.25789627402700593,-0.2423821153449302,-0.2616857602170485,Risiko
halt risiko,2.6360423918272677,-0.2671986098460717,0.25789627402700593,-0.2423821153449302,-0.2616857602170485,halt risiko
risiko energiekrise,4.749342371169124,-0.8559260717451096,0.5537394834955996,-0.8311095772439683,-0.8504132221160863,risiko energiekrise
beherrschbar,2.583695475970761,-0.24714064057731297,0.242097110089384,-0.2223241460761716,-0.24162779094828968,beherrschbar
energiekrise beherrschbar,2.583695475970761,-0.24714064057731297,0.242097110089384,-0.2223241460761716,-0.24162779094828968,energiekrise beherrschbar
hängt,3.5363563947380565,0.12171847502240521,0.10766223552822832,0.03020911344066411,-0.5555039918927774,hängt
doch häng,2.37348385898207,-0.16227876993128965,0.16842544643458635,-0.13746227543014825,-0.15676592030226644,doch häng
Wetter,57.000026861725225,0.1350553022011097,-0.1299303288626495,0.4687771845897206,-0.5523075643338885,Wetter
häng wetter,2.3295147618833862,-0.14357990064507584,0.15052997536344612,-0.11876340614393431,-0.1380670510160525,häng wetter
Preisdeckeln,2.2622221114091876,-0.11426747682026464,0.12110749001195352,-0.08945098231912336,-0.10875462719124136,Preisdeckeln
und preisdeckel,2.2622221114091876,-0.11426747682026464,0.12110749001195352,-0.08945098231912336,-0.10875462719124136,und preisdeckel
preisdeckel strom,2.2288814453096677,-0.09941977705843394,0.10552458011908564,-0.07460328255729268,-0.0939069274294107,preisdeckel strom
gas zeig,2.2074168369808165,-0.08974289130277664,0.09510869587214242,-0.06492639680163513,-0.08423004167375328,gas zeig
Paris,6.595994804531523,0.43380602393456863,-0.3105774509159621,0.17402463290401943,-0.14485543307212628,Paris
zeig paris,2.193219045496264,-0.08329025985322085,0.0880455934365065,-0.058473765352079536,-0.07777741022419758,zeig paris
fortan,2.1862594596599054,-0.08011198568809251,0.08453129784249518,-0.05529549118695103,-0.07459913605906911,fortan
paris fortan,2.1862594596599054,-0.08011198568809251,0.08453129784249518,-0.05529549118695103,-0.07459913605906911,paris fortan
fortan weniger,2.1787342821970714,-0.07666401514649542,0.0806920500918105,-0.051847520645354105,-0.07115116551747223,fortan weniger
großzügig,2.1708202291810674,-0.07302499338977393,0.07660954871046245,-0.04820849888863252,-0.06751214376075075,großzügig
weniger großzügig,2.1708202291810674,-0.07302499338977393,0.07660954871046245,-0.04820849888863252,-0.06751214376075075,weniger großzügig
Lindner,8.489256349577591,-1.4367213166116082,0.6854076699655548,-1.4119048221104666,-1.4312084669825849,Lindner
energiekrise lindner,3.3178912174022237,-0.49724931709604664,0.4054497106605215,-0.4724328225949053,-0.4917364674670234,energiekrise lindner
lindner habeck,2.47600803185709,-0.20456751015952612,0.20659700627297017,-0.17975101565838464,-0.19905466053050277,lindner habeck
streiten,3.5035073343242553,-0.5516844737123625,0.4331604525174369,-0.526867979211221,-0.5461716240833392,streiten
habeck streit,2.420555416535378,-0.181916936258329,0.18653410404261414,-0.15710044175718782,-0.17640408662930582,habeck streit
Gasumlage,2.3498813306369506,-0.15228474073803736,0.15894232963604196,-0.1274682462368961,-0.14677189110901415,Gasumlage
streit gasumlage,2.3498813306369506,-0.15228474073803736,0.15894232963604196,-0.1274682462368961,-0.14677189110901415,streit gasumlage
Politik,7.43174259550357,-1.0669218473615978,0.6455518118836452,-1.2788637832488385,-1.2981674281209565,Politik
gasumlage politik,2.3051786537030483,-0.13307809193293343,0.14018655285781115,-0.108261597431792,-0.1275652423039101,gasumlage politik
politik sz.de,2.2766724183561737,-0.12063482273406347,0.12764688552402,-0.09581832823292225,-0.11512197310504015,politik sz.de
sz.de habeck,2.47600803185709,-0.20456751015952612,0.20659700627297017,-0.17975101565838464,-0.19905466053050277,sz.de habeck
habeck halt,2.2473050673988753,-0.10765166197871955,0.11422260358376865,-0.08283516747757813,-0.10213881234969627,habeck halt
Umlage,2.230592667558692,-0.10018723182538816,0.10634173880676777,-0.07537073732424676,-0.09467438219636472,Umlage
halt umlage,2.230592667558692,-0.10018723182538816,0.10634173880676777,-0.07537073732424676,-0.09467438219636472,halt umlage
umlage wegen,2.219145214817717,-0.0950419948257979,0.10083838863166843,-0.07022550032465658,-0.08952914519677466,umlage wegen
Uniper-Verstaatlichung,2.2046816584780498,-0.08850303736208738,0.09375893529787016,-0.06368654286094617,-0.08299018773306407,Uniper-Verstaatlichung
wegen uniper-verstaatlichung,2.2046816584780498,-0.08850303736208738,0.09375893529787016,-0.06368654286094617,-0.08299018773306407,wegen uniper-verstaatlichung
möglicherweise,3.766130831937673,-0.6239680813813141,0.4666596808443705,-0.5991515868801728,-0.6184552317522909,möglicherweise
uniper-verstaatlichung möglicherweise,2.173708407538568,-0.07435456399430697,0.07810480779589254,-0.049538069493165665,-0.06884171436528376,uniper-verstaatlichung möglicherweise
hinfällig,2.16011823574286,-0.06808287042611863,0.07101429166363218,-0.043266375924977306,-0.06257002079709545,hinfällig
möglicherweise hinfällig,2.16011823574286,-0.06808287042611863,0.07101429166363218,-0.043266375924977306,-0.06257002079709545,möglicherweise hinfällig
doch lindner,2.1476393767962523,-0.06228918611272006,0.06437917900812208,-0.03747269161157883,-0.056776336483696815,doch lindner
sieht,11.765685249442887,-1.08713173298011,0.5155436488418745,-0.21100235220171532,-1.1259042975618923,sieht
lindner seh,2.142036239468103,-0.059676801859943715,0.06136025361292332,-0.03486030735880253,-0.0541639522309205,lindner seh
alternative energiekrise,3.398202629364027,-0.5211665648795304,0.4179059530420384,-0.49635007037838896,-0.5156537152505073,alternative energiekrise
Weniger,3.783449130388145,0.5867333334481211,0.017106380992573403,-0.6037394788991369,-0.6230431237712551,Weniger
energiekrise weniger,2.6360423918272677,-0.2671986098460717,0.25789627402700593,-0.2423821153449302,-0.2616857602170485,energiekrise weniger
weniger holz,2.5170813109209282,-0.22101993178614307,0.2206460023567035,-0.19620343728500164,-0.2155070821571199,weniger holz
Hütte,2.407468602255741,-0.17649573442509342,0.1816031464087587,-0.15167923992395196,-0.17098288479607002,Hütte
holz hütte,2.407468602255741,-0.17649573442509342,0.1816031464087587,-0.15167923992395196,-0.17098288479607002,holz hütte
hütte der,2.3636006528505917,-0.1581060681579276,0.1644885021788229,-0.13328957365678604,-0.15259321852890412,hütte der
Ist,6.739317702184086,-0.5401566227894532,0.20367257898158156,-0.41152488436701706,0.20901132874985986,Ist
spiegel sei,2.3150871299121465,-0.13736723539933177,0.14443708005498118,-0.11255074089819019,-0.13185438577030842,spiegel sei
Holzofen,2.290141816078479,-0.12653365552552692,0.13363048297330796,-0.10171716102438573,-0.12102080589650369,Holzofen
sei holzofen,2.290141816078479,-0.12653365552552692,0.13363048297330796,-0.10171716102438573,-0.12102080589650369,sei holzofen
umweltfreundliche,2.2555965741008985,-0.1113344055664558,0.11806659310484852,-0.08651791106531449,-0.1058215559374326,umweltfreundliche
holzofen umweltfreundlich,2.2555965741008985,-0.1113344055664558,0.11806659310484852,-0.08651791106531449,-0.1058215559374326,holzofen umweltfreundlich
umweltfreundlich alternative,2.5412762767989143,-0.2305863374730623,0.228621009222039,-0.20576984297192077,-0.22507348784403894,umweltfreundlich alternative
klimaschädlichen,2.199423676701579,-0.08611527236807863,0.09114962813840159,-0.061298777866937285,-0.08060242273905534,klimaschädlichen
alternative klimaschädlich,2.199423676701579,-0.08611527236807863,0.09114962813840159,-0.061298777866937285,-0.08060242273905534,alternative klimaschädlich
klimaschädlich erdgas,2.179773073966564,-0.07714068833035166,0.08122448514186342,-0.0523241938292104,-0.07162783870132845,klimaschädlich erdgas
Energieholzlobby,2.1680215078705953,-0.07173491559102321,0.07515465785812486,-0.04691842108988195,-0.06622206596199987,Energieholzlobby
die energieholzlobby,2.1680215078705953,-0.07173491559102321,0.07515465785812486,-0.04691842108988195,-0.06622206596199987,die energieholzlobby
energieholzlobby verbraucher,2.1440926858807026,-0.06063638408727013,0.06247114290633852,-0.03581988958612885,-0.05512353445824681,energieholzlobby verbraucher
glauben,3.066385626009654,-0.18166102856477295,0.3030806362840559,-0.3936029644520138,-0.4129066093241319,glauben
verbraucher glaub,2.136164446490223,-0.05693181765005477,0.05816969389325278,-0.03211532314891333,-0.05141896802103139,verbraucher glaub
Nun,4.224626049081486,-0.738850659257151,0.5132547074057283,-0.7140341647560097,-0.7333378096281278,Nun
gab,6.32111658473405,-0.6949489652300491,0.21969782767715126,0.21377379574317212,-0.2959160108236618,gab
nun geb,2.1245054200970888,-0.0514589432620034,0.05175149230538225,-0.026642448760862143,-0.04594609363298022,nun geb
erstmals,4.8237130903389165,0.29578382957939936,0.08403318091730752,0.01568722819571753,-0.865951044016724,erstmals
geb erstmals,2.120813393637724,-0.049719602801535666,0.04969565434292512,-0.024903108300394317,-0.04420675317251254,geb erstmals
Abstimmung,2.1139423482184676,-0.04647452711465252,0.04583913726184614,-0.021658032613511263,-0.04096167748562925,Abstimmung
erstmals abstimmung,2.1139423482184676,-0.04647452711465252,0.04583913726184614,-0.021658032613511263,-0.04096167748562925,erstmals abstimmung
angeblich,3.0703426978823383,-0.4197090948021842,-0.33699074919415767,-0.39489260030104284,0.8417674350222729,angeblich
abstimmung angeblich,2.104735700471665,-0.042109812738891576,0.04060853286913492,-0.017293318237750134,-0.03659696310986822,abstimmung angeblich
klimaneutrale,2.6089968430879105,-0.2568857076037069,0.24984382953723733,-0.2320692131025656,-0.25137285797468356,klimaneutrale
angeblich klimaneutral,2.1007476402119205,-0.04021321197644591,0.03831996138507408,-0.015396717475304376,-0.03470036234742243,angeblich klimaneutral
Energiequelle,2.095534146468896,-0.037728394849983034,0.03530705537063232,-0.012911900348841635,-0.03221554522095962,Energiequelle
klimaneutral energiequelle,2.095534146468896,-0.037728394849983034,0.03530705537063232,-0.012911900348841635,-0.03221554522095962,klimaneutral energiequelle
Wir,11.703027135946744,-0.011160594979956756,0.30809772918544776,-1.1021351437605198,-0.22502385991341686,Wir
brauchen,4.814550870118395,-0.4520233552934443,0.1733760158827701,-0.8447461806226917,0.3885869110075785,brauchen
wir brauch,2.9000597520203755,-0.3626512523834372,0.3259606429395979,-0.3378347578822956,-0.3571384027544139,wir brauch
brauch atomkraft,2.3840344743142983,-0.16671412125916882,0.17257541387805406,-0.14189762675802756,-0.1612012716301457,brauch atomkraft
atomkraft energiekrise,4.749342371169124,-0.8559260717451096,0.5537394834955996,-0.8311095772439683,-0.8504132221160863,atomkraft energiekrise
Freitag,10.609688276782745,0.1166538992448296,0.3857980598311607,-0.5760786911585634,-1.6541746338900007,Freitag
energiekrise freitag,2.554512051206107,-0.2357811388738375,0.23289354784216176,-0.2109646443726961,-0.2302682892448142,energiekrise freitag
Keine,3.6410666642477167,-0.02757051429286527,0.32093977995287054,-0.56538009530659,-0.584683740178708,Keine
freitag keine,2.4669759832735947,-0.20091301376300857,0.2034175782515261,-0.1760965192618672,-0.19540016413398537,freitag keine
Laufzeitverlängerung,4.91268438319343,0.7023905923892216,0.019918453056993593,-0.8649239269226789,-0.8842275717947969,Laufzeitverlängerung
keine laufzeitverlängerung,2.420555416535378,-0.181916936258329,0.18653410404261414,-0.15710044175718782,-0.17640408662930582,keine laufzeitverlängerung
laufzeitverlängerung streckbetrieb,2.298956602981422,-0.1303752805850853,0.13748934186887343,-0.10555878608394402,-0.12486243095606196,laufzeitverlängerung streckbetrieb
streckbetrieb mal,2.2414548930254674,-0.10504507230259034,0.11148431997382699,-0.08022857780144876,-0.09953222267356686,streckbetrieb mal
Atomkraft-Notreserve,2.2255374504410863,-0.09791834866786885,0.10392216025386967,-0.07310185416672746,-0.09240549903884542,Atomkraft-Notreserve
mal atomkraft-notreserv,2.2255374504410863,-0.09791834866786885,0.10392216025386967,-0.07310185416672746,-0.09240549903884542,mal atomkraft-notreserv
notwendig,3.806794949023713,-0.6347075258435265,0.4713433339123255,-0.6098910313423851,-0.629194676214503,notwendig
atomkraft-notreserv notwendig,2.189676546346228,-0.08167374864631911,0.08626111656852561,-0.056857254145177526,-0.07616089901729572,atomkraft-notreserv notwendig
notwendig krise,2.1708202291810674,-0.07302499338977393,0.07660954871046245,-0.04820849888863252,-0.06751214376075075,notwendig krise
angemessen,2.1653077029202805,-0.07048238887399148,0.07373828656261244,-0.04566589437285019,-0.06496953924496818,angemessen
krise angemessen,2.1653077029202805,-0.07048238887399148,0.07373828656261244,-0.04566589437285019,-0.06496953924496818,krise angemessen
begegnen,2.1536493896501594,-0.06508370519359381,0.06758984823564351,-0.04026721069245256,-0.05957085556457055,begegnen
angemessen begegn,2.1536493896501594,-0.06508370519359381,0.06758984823564351,-0.04026721069245256,-0.05957085556457055,angemessen begegn
das zeig,4.399272131649718,-0.779359014073303,0.01688761396611781,0.42520624985390953,0.04220207744725314,das zeig
genauer,2.9167342166506836,-0.36838448288605913,0.1265834801697346,0.2971525867889573,-0.36287163325703575,genauer
zeig genau,2.136795913619284,-0.057227381886761894,0.05851414601729407,-0.03241088738562061,-0.05171453225773867,zeig genau
genau blick,2.131880749525754,-0.05492448257925493,0.055824488143684195,-0.030107988078113594,-0.04941163295023165,genau blick
zweiten,2.646588965168686,-0.2711915393696797,0.26097459826348873,-0.24637504486853828,-0.2656786897406564,zweiten
blick zweiter,2.123966687248188,-0.051205330745232244,0.05145221696568545,-0.026388836244090844,-0.045692481116208834,blick zweiter
Stresstest,2.119791384899993,-0.04923759195124806,0.04912455204263678,-0.024421097450106812,-0.04372474232222489,Stresstest
zweiter stresstest,2.119791384899993,-0.04923759195124806,0.04912455204263678,-0.024421097450106812,-0.04372474232222489,zweiter stresstest
stresstest nan,2.114412121320709,-0.046696728497038445,0.04610408094684448,-0.021880233995897096,-0.041183878868015215,stresstest nan
Niederlande,2.6360423918272677,-0.2671986098460717,0.25789627402700593,-0.2423821153449302,-0.2616857602170485,Niederlande
energiekrise niederlande,2.6360423918272677,-0.2671986098460717,0.25789627402700593,-0.2423821153449302,-0.2616857602170485,energiekrise niederlande
zahlen,4.194644893787214,-0.7317285979225416,0.5105782787267649,-0.7069121034214004,-0.7262157482935184,zahlen
niederlande zahl,2.47600803185709,-0.20456751015952612,0.20659700627297017,-0.17975101565838464,-0.19905466053050277,niederlande zahl
Grundbedarf,2.420555416535378,-0.181916936258329,0.18653410404261414,-0.15710044175718782,-0.17640408662930582,Grundbedarf
zahl grundbedarf,2.420555416535378,-0.181916936258329,0.18653410404261414,-0.15710044175718782,-0.17640408662930582,zahl grundbedarf
grundbedarf strom,2.337321632365468,-0.1469255837180659,0.15378029539177618,-0.12210908921692451,-0.14141273408904256,grundbedarf strom
gas der,2.28458172397227,-0.12410286608205921,0.13117337185413785,-0.09928637158091784,-0.11859001645303607,gas der
spiegel bürger,2.2493232464896296,-0.10854930309352316,0.11516221638464547,-0.08373280859238182,-0.10303645346449977,spiegel bürger
entlasten,4.668259121057798,-0.8387061344229298,0.3931098655132437,0.06035314682284033,-0.8331932847939065,entlasten
bürger entlast,2.692772190152529,-0.2884911283759263,0.2740641950692911,-0.2636746338747848,-0.2829782787469028,bürger entlast
niederländische,2.2007125871630144,-0.08670112263316496,0.09179104279245769,-0.06188462813202362,-0.08118827300414176,niederländische
entlast niederländisch,2.2007125871630144,-0.08670112263316496,0.09179104279245769,-0.06188462813202362,-0.08118827300414176,entlast niederländisch
Staat,5.760382080459986,-0.08869533001560037,0.45615780029323966,-1.024107222878201,-1.0434108677503193,Staat
niederländisch staat,2.1818859723619854,-0.07810953919111623,0.08230501979520741,-0.053293044689974735,-0.07259668956209274,niederländisch staat
künftig,5.706119225870802,0.13772351881073852,0.10720579336399276,-1.0146425643550738,0.158955380581161,künftig
staat künftig,2.1756859570116114,-0.07526390881041845,0.07912504519078302,-0.050447414309277225,-0.06975105918139529,staat künftig
Teil,7.994090266495814,-1.3766224634645068,0.34146892220311936,-1.3518059689633655,0.4300253371543872,Teil
künftig teil,2.1626745905027485,-0.0692656035158776,0.07235870484165613,-0.044449109014736185,-0.06375275388685424,künftig teil
Strom-,10.885503513596618,0.9062241318646725,-0.2808103666011464,-0.21721848001659888,-1.6798390130110998,Strom-
teil strom-,2.1552213572944137,-0.06581334774094062,0.0684249797702316,-0.04099685323979923,-0.060300498111917344,teil strom-
Gaskosten,2.934876609235131,-0.3745853227081571,0.33372412185881883,-0.3497688282070158,-0.3690724730791339,Gaskosten
strom- gaskosten,2.422655004366099,-0.18278395948457038,0.18731800266461354,-0.15796746498342884,-0.17727110985554706,strom- gaskosten
finanzieren,4.004946242886073,-0.6854500693881981,-0.10352427455499605,-0.6606335748870565,0.7865630463353236,finanzieren
gaskosten finanzier,2.1400307492376056,-0.05874010919146349,0.06027364120744418,-0.03392361469032205,-0.05322725956244018,gaskosten finanzier
wer mehr,2.129534802284196,-0.053823464642832664,0.05453380397221323,-0.029006970141691357,-0.048310615013809344,wer mehr
verbraucht,3.2848346634908863,-0.48723623137966476,0.40009825038718405,-0.4624197368785234,-0.48172338175064133,verbraucht
