,summary,Herbst,Winter,Sommer,Frühling,word
+1527,2.9438177997745236,-0.3776272217462167,-0.3319623575166836,-0.35281072724507523,0.8134414055992178,+1527
sonnenstrah… +1527,2.9438177997745236,-0.3776272217462167,-0.3319623575166836,-0.35281072724507523,0.8134414055992178,sonnenstrah… +1527
+1527 chars,2.838054228973778,-0.34103859817913773,-0.29689655128901427,-0.31622210367799636,0.7634500923121398,+1527 chars
Knasturlaub,2.6360423918272677,-0.2671986098460717,0.25789627402700593,-0.2423821153449302,-0.2616857602170485,Knasturlaub
energiekrise knasturlaub,2.6360423918272677,-0.2671986098460717,0.25789627402700593,-0.2423821153449302,-0.2616857602170485,energiekrise knasturlaub
knasturlaub stromausfall,2.4422620660704992,-0.19084459755204528,0.19454438260891213,-0.1660281030509039,-0.185331747923022,knasturlaub stromausfall
stromausfall bei,2.3636006528505917,-0.1581060681579276,0.1644885021788229,-0.13328957365678604,-0.15259321852890412,stromausfall bei
mehrtägigen,2.5492935376142616,-0.2337361881720117,0.23121647402660098,-0.20891969367087032,-0.22822333854298835,mehrtägigen
bei mehrtägig,2.322114700867621,-0.1403981909591428,0.14741897099485388,-0.11558169645800147,-0.13488534133011956,bei mehrtägig
mehrtägig stromausfall,2.6592339309181194,-0.27595799687769623,0.26462093001177106,-0.25114150237655486,-0.2704451472486728,mehrtägig stromausfall
stromausfall berlin,2.460479131463222,-0.19827601132507694,0.20110982341529648,-0.17345951682393546,-0.19276316169605362,stromausfall berlin
Justiz,2.2176052690911896,-0.0943478175021228,0.10009139394661028,-0.0695313230009814,-0.08883496787309957,Justiz
berlin justiz,2.2176052690911896,-0.0943478175021228,0.10009139394661028,-0.0695313230009814,-0.08883496787309957,berlin justiz
bestimmte,2.2074168369808165,-0.08974289130277664,0.09510869587214242,-0.06492639680163513,-0.08423004167375328,bestimmte
justiz bestimmt,2.2074168369808165,-0.08974289130277664,0.09510869587214242,-0.06492639680163513,-0.08423004167375328,justiz bestimmt
Gefangenen,2.1944290931299575,-0.08384182990904113,0.08865308841121423,-0.05902533540789979,-0.07832898028001806,Gefangenen
bestimmt gefangener,2.1944290931299575,-0.08384182990904113,0.08865308841121423,-0.05902533540789979,-0.07832898028001806,bestimmt gefangener
Gefängnis,2.173708407538568,-0.07435456399430697,0.07810480779589254,-0.049538069493165665,-0.06884171436528376,Gefängnis
gefangener gefängnis,2.173708407538568,-0.07435456399430697,0.07810480779589254,-0.049538069493165665,-0.06884171436528376,gefangener gefängnis
entlassen,2.1644212329530146,-0.07007290828396773,0.07327442046303427,-0.04525641378282621,-0.06456005865494431,entlassen
gefängnis entlass,2.1644212329530146,-0.07007290828396773,0.07327442046303427,-0.04525641378282621,-0.06456005865494431,gefängnis entlass
fall mehrtägig,2.1393732136691646,-0.058432806782382725,0.059916674998549635,-0.03361631228124131,-0.05291995715335933,fall mehrtägig
Stromausfalls,2.131880749525754,-0.05492448257925493,0.055824488143684195,-0.030107988078113594,-0.04941163295023165,Stromausfalls
temporäre,2.109848082114331,-0.04453585735628964,0.04352205992806324,-0.019719362855148186,-0.03902300772726634,temporäre
berlin temporär,2.109848082114331,-0.04453585735628964,0.04352205992806324,-0.019719362855148186,-0.03902300772726634,berlin temporär
Entlassung,2.105562016655401,-0.04250233424205482,0.041080982396124885,-0.01768583974091336,-0.03698948461303141,Entlassung
temporär entlassung,2.105562016655401,-0.04250233424205482,0.041080982396124885,-0.01768583974091336,-0.03698948461303141,temporär entlassung
Inhaftierten,2.096617358808747,-0.038245175964689626,0.03593503140766249,-0.013428681463548175,-0.03273232633566625,Inhaftierten
entlassung inhaftierter,2.096617358808747,-0.038245175964689626,0.03593503140766249,-0.013428681463548175,-0.03273232633566625,entlassung inhaftierter
inhaftierter berliner,2.0897145427370387,-0.034947385684335995,0.03191527457497067,-0.010130891183194513,-0.02943453605531251,inhaftierter berliner
Justizvollzugsanstalten,2.0868350446120276,-0.0335684969528462,0.030225762386466317,-0.008752002451704825,-0.028055647323822888,Justizvollzugsanstalten
berliner justizvollzugsanstalt,2.0868350446120276,-0.0335684969528462,0.030225762386466317,-0.008752002451704825,-0.028055647323822888,berliner justizvollzugsanstalt
JVA,2.0794712944465683,-0.03003358749873943,0.025870745218322787,-0.005217092997598079,-0.024520737869716112,JVA
justizvollzugsanstalt jva,2.0794712944465683,-0.03003358749873943,0.025870745218322787,-0.005217092997598079,-0.024520737869716112,justizvollzugsanstalt jva
jva führ,2.0780994543907174,-0.029373663620825597,0.025053900538038652,-0.004557169119684101,-0.02386081399180219,jva führ
Anfra…,2.0716788979635425,-0.026279251820828454,0.021207526546712263,-0.001462757319687026,-0.020766402191805016,Anfra…
geh anfra…,2.0716788979635425,-0.026279251820828454,0.021207526546712263,-0.001462757319687026,-0.020766402191805016,geh anfra…
+2002,2.069765152188942,-0.025355059250487613,0.020053556863767398,-0.00053856474934634,-0.019842209621464397,+2002
anfra… +2002,2.069765152188942,-0.025355059250487613,0.020053556863767398,-0.00053856474934634,-0.019842209621464397,anfra… +2002
+2002 chars,2.0683706871039362,-0.024681101124440902,0.01921052202495134,0.00013539337670063703,-0.019168251495417413,+2002 chars
Hohe,4.483258810646812,-0.7982701065393407,0.534598335024755,-0.7734536120381992,-0.7927572569103173,Hohe
bescheren,3.0153488182381407,-0.4016354292200701,0.3507688827995359,-0.3768189347189287,-0.39612257959104674,bescheren
preis bescher,3.0153488182381407,-0.4016354292200701,0.3507688827995359,-0.3768189347189287,-0.39612257959104674,preis bescher
Ölkonzernen,3.0299586131810576,-0.4064688718701542,0.3537364580235986,-0.3816523773690128,-0.40095602224113075,Ölkonzernen
bescher ölkonzern,2.873563336595858,-0.35347275180133475,0.3198844903839112,-0.32865625730019327,-0.3479599021723114,bescher ölkonzern
Milliardengewinne,2.759580589701618,-0.31299861938720674,0.2919450656553684,-0.2881821248860655,-0.30748576975818337,Milliardengewinne
ölkonzern milliardengewinn,2.759580589701618,-0.31299861938720674,0.2919450656553684,-0.2881821248860655,-0.30748576975818337,ölkonzern milliardengewinn
milliardengewinn infolge,2.646018683959018,-0.2709760383351494,0.26080901394387107,-0.24615954383400798,-0.2654631887061262,milliardengewinn infolge
Angriffs,3.0034585979883053,-0.3976844020828399,0.3483258037339774,-0.3728679075816987,-0.39217155245381663,Angriffs
russisch angriff,3.384136521350565,-0.5170186955772278,0.22899151023958958,0.2267665026862987,-0.5115058459482044,russisch angriff
angriff ukraine,2.785161437158826,-0.32222574982141083,0.29848425665765344,-0.29740925532026935,-0.31671290019238757,angriff ukraine
ukraine energiepreis,2.7266790988488414,-0.3010043328744811,0.2832886096296454,-0.27618783837333954,-0.2954914832454578,ukraine energiepreis
energiepreis deutlich,2.686490102754925,-0.2861554585716097,0.27232003373403735,-0.26133896407046836,-0.2806426089425864,energiepreis deutlich
deutlich steig,3.72761699819997,0.6773339453007263,-0.07021700831125673,-0.5888725719684155,-0.6081762168405335,deutlich steig
Quartalszahlen,2.5871893137094713,-0.2484919908442427,0.24317946608975358,-0.22367549634310135,-0.24297914121521946,Quartalszahlen
zeig quartalszahl,2.5871893137094713,-0.2484919908442427,0.24317946608975358,-0.22367549634310135,-0.24297914121521946,zeig quartalszahl
quartalszahl europäisch,2.556034712682873,-0.23637702874322736,0.23338106715896545,-0.21156053424208598,-0.2308641791142041,quartalszahl europäisch
Ölkonzerne,2.5370424582183992,-0.22891892753589313,0.22724101638164002,-0.20410243303475173,-0.2234060779068698,Ölkonzerne
europäisch ölkonzern,2.5370424582183992,-0.22891892753589313,0.22724101638164002,-0.20410243303475173,-0.2234060779068698,europäisch ölkonzern
London/Paris/Madrid,2.1120934965842078,-0.04559954553848389,0.04479458945473927,-0.020783051037342442,-0.040086695909460575,London/Paris/Madrid
Kräftig,2.584032658401345,-0.24727113599901274,0.24220174458269195,-0.22245464149787153,-0.24175828636998958,Kräftig
gestiegene,2.2584342064021388,-0.11259165559996394,0.11937228720906656,-0.08777516109882268,-0.10707880597094059,gestiegene
kräftig gestiegen,2.2584342064021388,-0.11259165559996394,0.11937228720906656,-0.08777516109882268,-0.10707880597094059,kräftig gestiegen
gestiegen öl-,2.252341599924769,-0.10989029758797567,0.11656270286911653,-0.08507380308683422,-0.10437744795895242,gestiegen öl-
gaspreis infolge,2.0897145427370387,-0.034947385684335995,0.03191527457497067,-0.010130891183194513,-0.02943453605531251,gaspreis infolge
ukraine-krieg energie-,2.0775593774118075,-0.029113739982331622,0.02473183928645883,-0.004297245481190308,-0.023600890353308354,ukraine-krieg energie-
energie- ölkonzern,2.074163635163418,-0.027477916496356485,0.022700643571454307,-0.0026614219952151206,-0.021965066867333204,energie- ölkonzern
ölkonzern erneut,2.07119446383591,-0.026045387984049158,0.020915744961025853,-0.0012288934829077479,-0.020532538355025862,ölkonzern erneut
Kassen,2.6698640440339667,0.3748932361543501,-0.014109947320072884,-0.2551309682354064,-0.2744346131075244,Kassen
erneut kasse,2.068600738304519,-0.024792318330054953,0.01934972856006855,2.417617108643553e-05,-0.01927946870103162,erneut kasse
klingeln,2.067009672034726,-0.024022871409081045,0.01838592550929261,0.0007936230920603233,-0.01851002178005771,klingeln
kasse klingel,2.067009672034726,-0.024022871409081045,0.01838592550929261,0.0007936230920603233,-0.01851002178005771,kasse klingel
klingel lass,2.0650280019608984,-0.023063698050992208,0.017182129809455705,0.001752796450149263,-0.01755084842196897,klingel lass
Shell,2.0633238564152756,-0.022238116462563125,0.01614390815165875,0.00257837803857839,-0.01672526683353973,Shell
Repsol,2.0618747732838556,-0.021535564502717788,0.015258878145092065,0.0032809299984235727,-0.016022714873694343,Repsol
shell repsol,2.0618747732838556,-0.021535564502717788,0.015258878145092065,0.0032809299984235727,-0.016022714873694343,shell repsol
Totalenergies,2.0596727220837328,-0.02046700886330083,0.013910081925962988,0.004349485637840689,-0.014954159234277373,Totalenergies
repsol totalenergi,2.0596727220837328,-0.02046700886330083,0.013910081925962988,0.004349485637840689,-0.014954159234277373,repsol totalenergi
legten,2.0569944407693694,-0.019165819534023493,0.012263229186394936,0.005650674967117745,-0.013652969905000305,legten
totalenergi leg,2.0569944407693694,-0.019165819534023493,0.012263229186394936,0.005650674967117745,-0.013652969905000305,totalenergi leg
+2334,2.054980995657411,-0.018186511508476045,0.01102055793617705,0.006629982992665267,-0.012673661879452847,+2334
leg +2334,2.054980995657411,-0.018186511508476045,0.01102055793617705,0.006629982992665267,-0.012673661879452847,leg +2334
+2334 chars,2.0539144945920396,-0.017667393369865482,0.010360713355914156,0.00714910113127598,-0.012154543740842192,+2334 chars
+2486,2.2155565213002233,-0.09342353454847095,0.0990951125445964,-0.06860704004732947,-0.08791068491944772,+2486
gaspreis +2486,2.055160882458621,-0.018274044643175193,0.011131743595226314,0.006542449857966214,-0.012761195014151874,gaspreis +2486
+2486 chars,2.2133282423281493,-0.09241728612295709,0.09800830200798742,-0.06760079162181575,-0.08690443649393366,+2486 chars
Klimakonferenz,4.023030116362233,-0.6899552904437399,0.49433775229598115,-0.6651387959425987,-0.6844424408147167,Klimakonferenz
vor klimakonferenz,2.5170813109209282,-0.22101993178614307,0.2206460023567035,-0.19620343728500164,-0.2155070821571199,vor klimakonferenz
klimakonferenz krise,2.5686182369480552,-0.24128801478634598,0.23737890234342462,-0.2164715202852046,-0.23577516515732277,klimakonferenz krise
krise treib,2.5916342830218624,-0.2502085854804048,0.24455057198367766,-0.2253920909792636,-0.24469573585138146,krise treib
treib energiewende,2.6218144845307823,-0.2617865408759267,0.25368890631886404,-0.23697004637478525,-0.2562736912469034,treib energiewende
Klimaziele,2.7228322305807167,-0.2995925112726695,0.2822578463163014,-0.2747760167715281,-0.29407966164364613,Klimaziele
energiewende klimaziel,2.7228322305807167,-0.2995925112726695,0.2822578463163014,-0.2747760167715281,-0.29407966164364613,energiewende klimaziel
klimaziel weit,2.811138409167426,-0.3315094405794412,0.30496063472906637,-0.3066929460782997,-0.3259965909504178,klimaziel weit
entfernt,2.862241327387108,-0.3495249102771184,0.31724232835778565,-0.32470841577597714,-0.34401206064809503,entfernt
weit entfernt,2.862241327387108,-0.3495249102771184,0.31724232835778565,-0.32470841577597714,-0.34401206064809503,weit entfernt
entfernt die,2.981898573177636,-0.3904801142035037,0.3438306149131032,-0.36566361970236233,-0.3849672645744804,entfernt die
die positiv,3.5846186795972765,-0.5745720143289121,0.4441540648364542,-0.5497555198277707,-0.5690591646998888,die positiv
positiv nachricht,3.9173423403543697,-0.663333360932717,0.48348198864848035,-0.6385168664315759,-0.6578205113036938,positiv nachricht
nachricht die,3.4829267232655945,-0.5457928642245415,0.4302695548176284,-0.5209763697234002,-0.5402800145955183,nachricht die
energiekrise beschleunig,5.554963388174519,-1.0126117437405229,0.524789013915568,-0.9877952492393816,-0.4084380546077841,energiekrise beschleunig
beschleunig möglicherweise,3.5313077498081573,-0.5595881811651778,0.4369990547110747,-0.5347716866640366,-0.5540753315361547,beschleunig möglicherweise
möglicherweise energiewende,3.0402399009630345,-0.4098563385533082,0.3558025130273469,-0.38503984405216685,-0.40434348892428484,möglicherweise energiewende
für klimaschutz,2.9890641480028597,-0.392880255889094,0.3453340549350234,-0.3680637613879525,-0.38736740626007066,für klimaschutz
geschieht,3.2811993503032193,0.1640202916932089,0.20905532217441558,-0.46131242809776535,-0.4806160729698834,geschieht
klimaschutz gescheh,2.9116007051706605,-0.36662291191377333,0.328561332859549,-0.34180641741263196,-0.3611100622847501,klimaschutz gescheh
Wandel,3.960998770747444,-0.6744161197591021,0.06154946745410462,-0.6495996252579607,0.5947771733050659,Wandel
gescheh wandel,2.8396112703605176,-0.3415870776293471,0.31187668315135775,-0.31677058312820566,-0.3360742280003237,gescheh wandel
wandel laut,2.809056453819125,-0.3307685568576878,0.30444752431242444,-0.3059520623565464,-0.3252557072286645,wandel laut
laut experte,2.8167285145651606,-0.33349602175200205,0.30633330229763595,-0.30867952725086073,-0.3279831721229789,laut experte
experte langsam,2.8552402324667643,-0.34707589549806156,0.3155945011687103,-0.3222594009969201,-0.3415630458690383,experte langsam
die mahn,2.7995276793283352,-0.3273706284562307,0.3020859693258863,-0.30255413395508934,-0.3218577788272073,die mahn
mahn radikal,2.8094595353494505,-0.33091204013042175,0.3045469461081012,-0.3060955456292803,-0.32539919050139854,mahn radikal
radikal veränderung,2.82843591593862,-0.3376437904492929,0.3091844811461995,-0.31282729594815134,-0.33213094082026945,radikal veränderung
Kurz,2.814889860319272,0.4792221808511585,-0.055932813640699894,-0.3080265517866785,-0.32733019665879654,Kurz
Start,7.33348364255203,0.3455559414896441,0.2758387178236482,-0.6530087496701723,-1.2848577230210827,Start
kurz start,2.133080908534481,-0.055487282030517185,0.056483047152808094,-0.03067078752937586,-0.049974432401494,kurz start
Internationalen,2.1272583579908044,-0.05275390621013823,0.05327703742207911,-0.027937411708996798,-0.047241056581114986,Internationalen
start international,2.1272583579908044,-0.05275390621013823,0.05327703742207911,-0.027937411708996798,-0.047241056581114986,start international
international klimakonferenz,2.1187833655343273,-0.04876195122575848,0.04856040723538271,-0.023945456724616978,-0.043249101596734986,international klimakonferenz
COP27,6.404282178854588,-1.1548867685287538,0.31740423458196165,0.4656180854142497,-1.1493739188997305,COP27
klimakonferenz cop27,2.874179489542487,-0.3536871500329978,0.32002748252598373,-0.32887065553185635,-0.3481743004039744,klimakonferenz cop27
Ägypten,2.969434457736057,-0.3862914278703738,0.3411927216413733,-0.36147493336923253,-0.3807785782413506,Ägypten
cop27 ägypten,2.3309519243267465,-0.14419664681479638,0.15113075568112055,-0.11938015231365502,-0.13868379718577323,cop27 ägypten
ägypten geb,2.1043262374363856,-0.04191525012963971,0.04037420048696909,-0.01709875562849836,-0.03640240050061653,ägypten geb
geb zwei,2.099595640191178,-0.03966468535720414,0.037656282008315965,-0.014848190856062678,-0.03415183572818069,geb zwei
zwei groß,2.0977186371535748,-0.03877030240720407,0.03657241269452009,-0.013953807906062743,-0.033257452778180846,zwei groß
groß international,2.095177005138427,-0.037557950589611214,0.03509977917812364,-0.012741456088469922,-0.03204510096058803,groß international
Organisationen,2.0897145427370387,-0.034947385684335995,0.03191527457497067,-0.010130891183194513,-0.02943453605531251,Organisationen
international organisation,2.0897145427370387,-0.034947385684335995,0.03191527457497067,-0.010130891183194513,-0.02943453605531251,international organisation
organisation positiv,2.0834861430502656,-0.031962432512760236,0.028251345516856076,-0.0071459380116189524,-0.02644958288373708,organisation positiv
positiv aussicht,2.080875020906489,-0.030708399837322087,0.026704772660312594,-0.005891905336180792,-0.025195550208298948,positiv aussicht
laute,2.428285034026685,-0.18510517233977933,0.1894103186516202,-0.16028867783863796,-0.1795923227107561,laute
aussicht laut,2.0759678816463096,-0.028347405373638154,0.02378121185373095,-0.0035309108724967306,-0.022834555744614883,aussicht laut
Mahnung,2.074418023854826,-0.0276005553703794,0.022853182271914234,-0.002784060869238166,-0.022087705741356264,Mahnung
laut mahnung,2.074418023854826,-0.0276005553703794,0.022853182271914234,-0.002784060869238166,-0.022087705741356264,laut mahnung
beispiellose,2.07119446383591,-0.026045387984049158,0.020915744961025853,-0.0012288934829077479,-0.020532538355025862,beispiellose
die beispiellos,2.07119446383591,-0.026045387984049158,0.020915744961025853,-0.0012288934829077479,-0.020532538355025862,die beispiellos
global…,2.068141564896823,-0.024570320740682904,0.019071827581635344,0.00024617376045827386,-0.019057471111659695,global…
beispiellos global…,2.068141564896823,-0.024570320740682904,0.019071827581635344,0.00024617376045827386,-0.019057471111659695,beispiellos global…
global… +3796,2.066120257467292,-0.023592488335558853,0.01784610191122561,0.001224006165582656,-0.018079638706535433,global… +3796
Hama-Deal,2.314358042234498,-0.13705225697035583,-0.29950992892080647,0.6548165227576238,-0.13153940734133268,Hama-Deal
Heizkörperregler,2.712339274186802,-0.29573137481330136,-0.458189046763752,0.9088338891139113,-0.29021852518427793,Heizkörperregler
hama-deal heizkörperregler,2.337390760778518,-0.14695515919019805,-0.3094128311406489,0.674051924266457,-0.14144230956117473,hama-deal heizkörperregler
plus,2.5965114005131205,-0.2520886864742393,-0.41454635842468984,0.8488802203157806,-0.24657583684521614,plus
heizkörperregler plus,2.3826051417254073,-0.16611439787042276,-0.3285720698208734,0.7097355726160228,-0.16060154824139947,heizkörperregler plus
Hub,2.399002560942688,-0.17297296281954866,-0.33543063476999935,0.7220458354884605,-0.16746011319052548,Hub
plus heb,2.399002560942688,-0.17297296281954866,-0.33543063476999935,0.7220458354884605,-0.16746011319052548,plus heb
heb 100,2.4564437893780853,-0.19663460142050326,-0.359092273370954,0.7627759785319705,-0.19112175179147997,heb 100
euro heizkörperregler,2.337390760778518,-0.14695515919019805,-0.3094128311406489,0.674051924266457,-0.14144230956117473,euro heizkörperregler
heizkörperregler sorg,2.663961393585277,-0.27773417213402973,-0.4401918440844802,0.884859158308376,-0.27222132250500647,heizkörperregler sorg
angenehme,2.8855919174269777,-0.35764996105901126,-0.520107633009462,0.9842400801310783,-0.35213711142998805,angenehme
sorg angenehm,2.8855919174269777,-0.35764996105901126,-0.520107633009462,0.9842400801310783,-0.35213711142998805,sorg angenehm
angenehm temperatur,3.5987779355694443,-0.5785142369481743,-0.7409719088986247,1.1874623622442464,-0.5730013873191507,angenehm temperatur
temperatur unterstütz,2.7249860641274757,-0.3003832254787843,-0.4628408974292349,0.9148698144373569,-0.29487037584976106,temperatur unterstütz
unterstütz beim,2.566730205469028,-0.24055270672097676,-0.40301037867142736,0.8319499621715897,-0.23503985709195357,unterstütz beim
beim energiesparen,3.3696465884631777,-0.5127277804311209,-0.6751854523815713,1.1355408512365028,-0.5072149308020977,beim energiesparen
Media,2.6799956319063756,-0.2837350760940705,-0.446192748044521,0.8929654116033032,-0.2782222264650473,Media
media markt,2.653250752389111,-0.2737054986907102,-0.4361631706411609,0.879352352331222,-0.2681926490616869,media markt
Hama-Bundle,2.354338696435285,-0.15417979118492522,-0.3166374631353758,0.6877383138456897,-0.148666941555902,Hama-Bundle
markt hama-bundl,2.354338696435285,-0.15417979118492522,-0.3166374631353758,0.6877383138456897,-0.148666941555902,markt hama-bundl
hama-bundl besonders,2.326433768538507,-0.142256435072181,-0.3047141070226317,0.6649949683640514,-0.13674358544315768,hama-bundl besonders
preiswert,2.3068793148949776,-0.13381557670896563,-0.29627324865941623,0.6484064197897482,-0.12830272707994245,preiswert
besonders preiswert,2.3068793148949776,-0.13381557670896563,-0.29627324865941623,0.6484064197897482,-0.12830272707994245,besonders preiswert
Programm,2.2852099477934416,-0.12437781245609682,-0.2868354844065473,0.6293557217637524,-0.11886496282707328,Programm
preiswert programm,2.2852099477934416,-0.12437781245609682,-0.2868354844065473,0.6293557217637524,-0.11886496282707328,preiswert programm
wer beim,2.2654820967671916,-0.11570749399959193,-0.2781651659500425,0.6113648222779147,-0.11019464437056865,wer beim
smarten,2.227290300573381,-0.09870564623285343,-0.26116331818330396,0.5746403808417145,-0.09319279660382997,smarten
möcht smart,2.227290300573381,-0.09870564623285343,-0.26116331818330396,0.5746403808417145,-0.09319279660382997,möcht smart
Heizkörperthermostaten,2.2201741728383593,-0.09550556049846813,-0.2579632324489187,0.5675028099235193,-0.0899927108694449,Heizkörperthermostaten
smart heizkörperthermostat,2.2201741728383593,-0.09550556049846813,-0.2579632324489187,0.5675028099235193,-0.0899927108694449,smart heizkörperthermostat
heizkörperthermostat gut,2.2021136473586105,-0.08733755939821489,-0.2497952313486655,0.5489440584672223,-0.08182470976919164,heizkörperthermostat gut
gut berat,2.199283385719939,-0.0860514849961546,-0.2485091569466053,0.5459762811525878,-0.08053863536713127,gut berat
bei media,2.1906220919053023,-0.08210547517998658,-0.2445631471304372,0.5367908949520543,-0.07659262555096329,bei media
markt gerade,2.180955220833782,-0.0776828669832094,-0.24014053893365986,0.5263509994663328,-0.07217001735418599,markt gerade
Doppelpack,2.174857393324887,-0.07488300756199051,-0.23734067951244114,0.5196607399293874,-0.06937015793296712,Doppelpack
gerade doppelpack,2.174857393324887,-0.07488300756199051,-0.23734067951244114,0.5196607399293874,-0.06937015793296712,gerade doppelpack
Hama-Heizkörperregler,2.169150433703106,-0.0722554971465687,-0.23471316909701911,0.5133241070817534,-0.06674264751754527,Hama-Heizkörperregler
doppelpack hama-heizkörperregler,2.169150433703106,-0.0722554971465687,-0.23471316909701911,0.5133241070817534,-0.06674264751754527,doppelpack hama-heizkörperregler
hama-heizkörperregler plus,2.1587526465001887,-0.06745048787733962,-0.2299081598277902,0.5015874240351149,-0.06193763824831626,hama-heizkörperregler plus
plus zentrale,2.156557192604013,-0.0664329692437053,-0.22889064119415595,0.4990769625012259,-0.060920119614682106,plus zentrale
"114,99",2.151106769533889,-0.06390239767329291,-0.22636006962374333,0.49279480133715625,-0.058389548044269476,"114,99"
"zentrale 114,99",2.151106769533889,-0.06390239767329291,-0.22636006962374333,0.49279480133715625,-0.058389548044269476,"zentrale 114,99"
"114,99 euro",2.1483155265628247,-0.06260397050285738,-0.22506164245330798,0.4895498459849847,-0.057091120873834146,"114,99 euro"
Angebot,3.1793803549341946,0.8158543083595611,-0.6170639042748378,0.09251643596510702,-0.449093382695364,Angebot
euro angebot,2.145239384054635,-0.06117105856924262,-0.22362873051969326,0.4859516097202516,-0.055658208940219236,euro angebot
+1346,2.2814618771992614,-0.12273632317050309,-0.10884559103181406,0.4113626291598564,-0.11722347354147973,+1346
dank +1346,2.13734794323073,-0.057485693086854424,-0.219943365037305,0.4766132592435048,-0.05197284345783112,dank +1346
+1346 chars,2.278629970270563,-0.12149428358556535,-0.10851429968122342,0.4092427479937758,-0.11598143395654198,+1346 chars
Mallorca,3.2157044288761103,-0.46596635210738246,-0.6284240240578333,0.931508988302472,0.045036132968393566,Mallorca
urlaub mallorca,2.337390760778518,-0.14695515919019805,-0.3094128311406489,0.674051924266457,-0.14144230956117473,urlaub mallorca
Ryanair-Streiks,2.362265316533465,-0.15754094999278473,-0.3199986219432353,0.6940092414440825,-0.1520281003637614,Ryanair-Streiks
mallorca ryanair-streik,2.362265316533465,-0.15754094999278473,-0.3199986219432353,0.6940092414440825,-0.1520281003637614,mallorca ryanair-streik
ryanair-streik könn,2.4134743355942185,-0.17898725383227232,-0.3414449257827228,0.7326493066954421,-0.17347440420324903,ryanair-streik könn
November-Urlaub,2.446934128826826,-0.1927557764011584,-0.3552134483516091,0.7562767505659509,-0.1872429267721351,November-Urlaub
könn november-urlaub,2.446934128826826,-0.1927557764011584,-0.3552134483516091,0.7562767505659509,-0.1872429267721351,könn november-urlaub
ruinieren,2.5421390295207678,-0.23092577569644104,-0.39338344764689176,0.8174449144762567,-0.2254129260674178,ruinieren
november-urlaub ruinier,2.5421390295207678,-0.23092577569644104,-0.39338344764689176,0.8174449144762567,-0.2254129260674178,november-urlaub ruinier
ruinier mit,2.638424674142913,-0.2681019361718764,-0.43055960812232696,0.8716046762391167,-0.26258908654285296,ruinier mit
ungewöhnlich,5.136495700922718,0.32176204834875893,-1.0967486601163188,0.9274025242927356,-0.32769697368528955,ungewöhnlich
mit ungewöhnlich,2.692583896811901,-0.2884212004685923,-0.4508788724190429,0.899216838299695,-0.28290835083956906,mit ungewöhnlich
ungewöhnlich hoch,3.5052851299331866,-0.5521917781178289,-0.7146494500682795,1.1674166365922378,-0.5466789284888055,ungewöhnlich hoch
hoch temperatur,8.029900807460722,-1.3810920865960712,-1.5435497585465219,1.531481532614617,-1.3755792369670479,hoch temperatur
lockt,2.8052438755946585,-0.32941038982463655,-0.49186806177508724,0.9511289026371003,-0.32389754019561323,lockt
temperatur lock,2.8052438755946585,-0.32941038982463655,-0.49186806177508724,0.9511289026371003,-0.32389754019561323,temperatur lock
lock mallorca,2.337390760778518,-0.14695515919019805,-0.3094128311406489,0.674051924266457,-0.14144230956117473,lock mallorca
mallorca november,2.446934128826826,-0.1927557764011584,-0.3552134483516091,0.7562767505659509,-0.1872429267721351,mallorca november
Reisende,2.4944212059738837,-0.21197663217631513,-0.37443430412676576,0.7878376879851845,-0.20646378254729178,Reisende
november reisend,2.4944212059738837,-0.21197663217631513,-0.37443430412676576,0.7878376879851845,-0.20646378254729178,november reisend
die wirtschaft,2.4134743355942185,-0.17898725383227232,-0.3414449257827228,0.7326493066954421,-0.17347440420324903,die wirtschaft
wirtschaft profitier,2.376506800916187,-0.16355159026239202,-0.32600926221284254,0.7050745330541037,-0.15803874063336845,wirtschaft profitier
profitier steh,2.3243441258563333,-0.14135781429508004,-0.3038154862455307,0.6632485786234025,-0.13584496466605683,profitier steh
Streiks,2.3015400854441928,-0.13149841267681928,-0.29395608462726974,0.6437791482454274,-0.12598556304779598,Streiks
neu streik,2.3015400854441928,-0.13149841267681928,-0.29395608462726974,0.6437791482454274,-0.12598556304779598,neu streik
Allerheiligen,3.2625845024033473,-0.48043958489149774,-0.6428972568419484,0.25388209108615306,0.8002444998109897,Allerheiligen
Badehose,2.249728525943122,-0.10872946525883638,-0.27118713720928683,0.5965301500439786,-0.10321661562981303,Badehose
allerheilige badehose,2.249728525943122,-0.10872946525883638,-0.27118713720928683,0.5965301500439786,-0.10321661562981303,allerheilige badehose
badehose mallorca,2.22278602186621,-0.09668128533698152,-0.2591389572874321,0.5701337644142811,-0.09116843570795821,badehose mallorca
Europäern,2.205028539619916,-0.08866036341164565,-0.2511180353620962,0.5519834717627093,-0.08314751378262236,Europäern
mallorca europäer,2.205028539619916,-0.08866036341164565,-0.2511180353620962,0.5519834717627093,-0.08314751378262236,mallorca europäer
meistbesuchten,2.1978987076459098,-0.08542168250428703,-0.24787935445473774,0.5445183173077368,-0.07990883287526385,meistbesuchten
europäer meistbesucht,2.1978987076459098,-0.08542168250428703,-0.24787935445473774,0.5445183173077368,-0.07990883287526385,europäer meistbesucht
Insel,3.5475934982445376,-0.5641893972573615,-0.726647069207812,1.176668742423136,-0.5586765476283382,Insel
