index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://de.euronews.com/2022/02/14/europa-in-der-kalte-die-eu-hat-schwierigkeiten-ihre-gasversorgung-zu-sichern,https://de.euronews.com/2022/02/14/europa-in-der-kalte-die-eu-hat-schwierigkeiten-ihre-gasversorgung-zu-sichern,0,de.euronews.com,"Europa in der Kälte - Die EU hat Schwierigkeiten, ihre Gasversorgung zu sichern | Euronews","Die durch die Spannungen mit Moskau verschärfte Energiekrise treibt Europa dazu, sich anderswo nach neuen Formen der Gasversorgung umzusehen. Das Problem besteht jedoch nicht nur darin, andere Länder als Russland zu finden, die bereit sind, mit der Europäischen Union Geschäfte zu machen. #EuropeDecoded",https://static.euronews.com/articles/stories/06/47/26/50/1000x563_cmsv2_04d541af-63a5-59fa-beac-257eccf3e3aa-6472650.jpg,2022-02-14 16:51:07,https://web.archive.org/web/20220214160444/https://de.euronews.com/2022/02/14/europa-in-der-kalte-die-eu-hat-schwierigkeiten-ihre-gasversorgung-zu-sichern,,,de,'Energiekrise'
